"TCGA-E9-A1N6" "TCGA-E9-A1N8" "TCGA-E9-A1N9" "TCGA-E9-A1NA" "TCGA-E9-A1ND" "TCGA-E9-A1NE" "TCGA-E9-A1NF" "TCGA-E9-A1NG" "TCGA-E9-A1NH" "TCGA-E9-A1NI" "TCGA-E9-A1QZ" "TCGA-E9-A1R0" "TCGA-E9-A1R2" "TCGA-E9-A1R3" "TCGA-E9-A1R4" "TCGA-E9-A1R5" "TCGA-E9-A1R6" "TCGA-E9-A1R7" "TCGA-E9-A1RB" "TCGA-E9-A1RC"
"51614" 14102 17206 24651 16814 21482 14185 19644 14828 19088 32203 23421 23138 39726 20063 20929 26130 28680 23338 20418 24019
"2078" 555 326 1811 501 719 2083 1575 2681 2779 844 2217 2299 1601 820 1519 1534 653 1738 695 844
"2079" 4306 4042 11045 8602 11457 7264 10998 9367 12554 18039 7000 11690 6134 9093 7563 12691 8583 6998 14869 13841
"90459" 1127 863 1104 2763 2541 2592 1395 1745 1841 805 1848 2465 1055 2051 2412 1315 2032 2107 1929 3946
"112479" 1298 1466 2455 1431 881 2368 1796 1991 2867 2835 3682 3672 1928 4640 5052 6233 3883 9541 5154 7720
"79033" 2520 5302 7869 4081 5795 3089 3958 3667 3713 6290 2994 3737 6365 2574 3453 3846 4523 7021 8534 3250
"157697" 373 511 469 769 969 1052 513 957 748 563 942 749 754 928 1362 1279 1197 813 1166 1549
"27248" 4490 4678 9141 11888 6170 9555 8417 9748 8299 8639 9260 9218 9198 11409 9523 14393 6623 19318 7780 9929
"10613" 2198 4732 7266 4364 5571 5058 3688 6214 6001 3638 6986 5645 3634 4378 5683 8335 2779 5138 6041 5306
"11160" 9569 3395 5324 6769 5462 11641 5235 8211 7886 4714 10538 8215 92826 12597 9265 6788 11403 13177 15115 21354
"114625" 888 1149 2183 2365 2136 1908 1400 1752 2380 1433 1440 2880 1856 1762 2294 1655 1011 12800 3291 1222
"57471" 222 290 40 260 46 89 255 1963 500 131 139 156 75 780 102 760 89 49 174 521
"79956" 7276 4918 8868 5917 10723 8752 3368 11051 18330 6472 8696 25004 4621 12102 21675 25049 9233 8793 10006 25229
"2081" 320 1072 2220 2491 604 1878 505 360 825 744 601 418 1938 578 1452 1433 1169 2436 1013 1019
"10595" 26 75 54 27 28 32 29 33 38 32 36 48 46 41 52 70 42 39 48 78
"56605" 1045 570 2340 1904 522 1752 560 877 788 2692 1333 1393 1936 2360 673 442 1478 10283 1873 546
"30001" 2214 1836 2581 3363 18714 4295 6749 9373 3455 2436 2666 2499 1604 7968 5224 5352 1531 18121 4581 9882
"121506" 909 1301 5136 90 1138 1011 2969 605 3886 867 238 1419 175 3178 1532 47 142 4572 1625 11804
"10961" 8845 6939 8512 9493 16748 13176 13538 11477 12565 16594 9348 13029 9587 12186 12375 12437 15736 15697 15017 11132
"23071" 3790 5067 4987 5531 10886 8054 7178 8183 7180 4398 6041 5104 5868 8804 7947 6139 2174 6181 8417 4382
"54206" 3296 10842 5901 3981 20514 5838 4152 8986 5099 3667 7332 6209 8836 4889 3561 3120 3446 12414 10435 4206
"90952" 1382 596 3099 1285 1742 1914 4312 4097 5648 2423 3011 5064 3052 1305 2052 2506 1716 1607 1500 1332
"114799" 1763 4812 5194 3242 1881 4654 1888 3259 3217 2910 2351 2402 3518 4798 3991 3508 4488 5368 4217 3915
"157570" 613 256 362 654 1054 1325 325 592 292 522 1189 771 337 70 1260 480 1119 1250 3665 1843
"2098" 2493 2829 5971 4277 7408 6148 7115 8724 7078 8054 9322 8479 5070 10709 7724 13946 5676 10459 8162 4605
"51575" 1288 2231 2022 2556 2941 3145 1532 2457 1750 2227 2921 1550 2660 3691 2370 5528 617 6188 3870 4403
"11082" 1378 802 2209 413 1173 451 3736 4938 4787 1951 215 643 389 786 391 1328 1238 535 752 982
"9700" 1317 2226 1218 1522 1340 1733 646 368 352 2229 1525 992 1727 39 3389 864 1718 3199 3510 1778
"339768" 6 200 6 62 53 115 279 4 72 4 62 24 563 33 243 50 35 1532 15 5
"284729" 24 151 13 125 23 41 14 18 155 49 20 21 125 31 143 71 37 21 27 60
"83715" 3813 591 117 1941 500 1645 1401 230 8526 2363 301 2554 3671 1983 2894 918 1943 2130 561 688
"2099" 27440 27 91899 45081 1357 24097 62688 12368 84450 80972 43817 40942 48391 23470 54140 100394 158078 350710 35987 168172
"2100" 20 67 25 47 78 96 51 37 51 38 96 74 65 62 76 52 33 28 55 52
"54845" 12615 8437 29284 14955 10627 15607 5659 6419 8858 13190 9174 10404 17896 12031 15933 20903 13319 29629 27111 26030
"80004" 5081 3632 7459 12275 5065 7260 3093 2641 5018 5437 3548 2783 9002 3865 7510 6706 5865 3784 3585 6676
"2101" 1538 1667 2490 3796 2992 1863 3128 1761 1902 2727 979 1621 2323 1745 5040 3265 2949 1802 3681 1833
"2103" 8 3 12 9 4 19 5 3 22 14 10 6 24 0 31 0 19 18 9 6
"2104" 265 192 1189 138 56 328 59 605 757 376 719 2426 429 1062 149 1734 39 1193 667 108
"80712" 2 2 11 5 9 5 12 8 7 3 11 5 4 14 4 5 5 9 9 6
"23344" 13141 8736 9447 16172 9063 16273 11163 14257 16543 12265 17796 20584 17591 10709 24854 13935 21875 19307 22841 24084
"57488" 8319 14852 18872 13371 14700 15341 13572 18938 10997 12791 15465 15685 15927 13553 13441 22389 11586 17402 20358 25837
"83850" 92 315 534 13 184 86 106 32 106 78 54 14 87 116 644 47 9 319 215 140
"54465" 897 1099 1324 1222 1250 2632 1617 1675 3241 1997 1844 2854 2465 2532 1783 4269 1455 2907 2442 2406
"2107" 10376 7784 12357 14567 13480 15539 8718 12528 12252 12185 16819 14315 16907 19025 20376 29280 14898 21805 12930 31940
"2108" 5424 3809 5851 4929 2962 5798 8248 6912 6048 5688 5579 12476 4671 6753 6358 4952 4438 4885 11443 3973
"2109" 1284 1266 1907 2204 5509 1539 5354 2966 2544 1838 1802 4370 4703 629 4184 3376 1024 1850 1723 1724
"2110" 1107 407 2089 933 1825 1537 1795 2345 2481 2829 3277 1648 1996 2139 2383 4262 2155 5660 2253 4435
"23474" 779 661 2304 1123 3104 1030 1786 3582 3253 2275 1569 2458 1677 1963 1807 2671 2347 1466 1548 1281
"55500" 3823 31190 7704 6253 4319 10376 2987 7545 7409 6344 7245 9884 7865 8407 5964 10479 6673 12995 8120 7181
"55224" 3664 809 5828 12313 482 7002 1557 2240 4250 4581 6128 11427 10754 1561 10186 19642 7279 3838 1905 1672
"2113" 4911 6322 12001 5007 8644 27871 12742 16384 14654 6146 18315 9607 9228 8414 9147 8542 2901 7512 3847 4049
"2114" 2473 2347 6644 2344 6936 6096 4606 6714 5561 2887 7346 2578 5050 4405 2494 4874 1653 3051 4621 3140
"2115" 1641 326 1502 1634 1178 2060 3218 7189 2731 1277 682 1354 858 2331 901 1840 1094 1240 1180 721
"2116" 7 18 156 56 51 38 82 38 55 64 17 59 32 25 35 62 65 23 21 27
"440695" 3 57 11 5 7 61 9 5 7 1 15 26 13 18 16 12 5 20 5 16
"2117" 398 1385 1343 1429 1127 1932 411 724 1164 567 948 1264 1741 1475 1920 3178 673 3868 1243 2592
"2118" 227 3086 1403 145 623 352 225 598 964 469 488 722 1128 469 91 177 160 573 362 230
"2119" 865 6715 1087 1752 2816 2375 2169 5212 2575 1194 1797 1005 730 1856 2422 1711 912 788 1160 1119
"2120" 3458 39836 9636 4265 10929 7848 4297 6677 6404 6535 6508 5385 7718 9335 4164 8455 3748 7504 14215 6271
"51513" 90 137 148 618 4554 541 382 535 209 457 829 287 225 561 1702 100 260 66 155 160
"132884" 251 33 423 304 314 585 775 1022 699 492 381 378 245 468 226 625 191 212 270 316
"2121" 2809 1295 3910 3722 2867 3465 4344 7324 5615 3771 1648 2050 4699 3941 2837 8205 2548 2524 1741 3371
"2123" 897 216 1701 1155 1667 4093 2563 4204 1725 1192 2595 1018 777 3810 1914 1244 682 540 614 651
"2124" 788 203 1982 2389 3221 7744 1480 2113 1667 866 4539 1896 1448 3949 3678 917 675 545 1156 434
"115704" 898 1191 2047 1558 4161 1189 1731 1143 2693 1694 949 1735 1990 893 3603 3306 2655 2813 1214 1455
"7813" 1311 1576 1675 1916 1993 2842 1716 2749 2029 1229 2464 1915 1716 2628 2197 2569 1486 2919 1604 1952
"51466" 14680 2563 16017 4603 6465 9999 45688 9637 35054 66588 6973 29992 4579 19201 20636 10485 14797 20455 7617 40772
"645027" 12 32 10 20 45 21 23 83 4 54 11 37 270 51 38 46 2 84 46 3
"2125" 3521 2910 2082 8389 7987 7327 2050 3693 2985 6100 1807 2646 12592 2368 6555 6517 5524 10436 2359 2808
"2130" 16772 10899 25751 11200 19980 18247 13317 14296 19958 17463 13951 15082 17054 12355 21941 21676 14996 19366 13910 13730
"161829" 108 203 235 152 202 246 188 136 277 236 215 235 291 192 318 352 216 281 309 327
"55218" 1327 2099 4706 6002 2686 3766 2766 3851 4239 4176 3251 5830 3273 3846 4524 6052 2880 3619 3856 4543
"54932" 397 513 431 483 1354 443 774 583 1086 554 280 768 1692 672 1295 746 672 752 675 641
"9156" 1910 862 2500 1263 1342 2037 281 423 303 1630 1818 406 735 25 835 1461 493 3167 4863 1471
"55763" 2532 1784 4549 4018 3371 5285 2845 5238 3156 3658 5004 4465 4277 6055 6368 6872 4581 4696 7830 7751
"55770" 2627 4083 11854 2347 3015 8550 2175 5341 4388 5215 5506 8898 4007 5566 12382 5946 4798 5083 4468 4938
"90332" 191 178 489 200 444 366 722 358 826 387 209 408 679 250 467 429 367 395 275 321
"11336" 2762 3951 4784 5731 3786 5775 2950 4438 5204 4815 3972 5186 4964 6120 7041 10371 4703 10017 5196 6948
"60412" 3464 6095 9452 8011 6831 8827 5006 10131 9228 7036 9356 11866 12145 4944 9297 16600 6438 10149 9409 7525
"10640" 3450 3624 7835 5609 6432 10133 5932 8393 6040 5574 5130 5567 3789 7771 11999 9680 3276 16834 5450 10990
"23233" 587 688 1486 1155 681 1792 473 1119 1053 478 897 1286 1077 1308 2406 1961 696 2009 741 1650
"54536" 1463 1093 6825 3117 1410 3050 1131 4470 4937 2651 3170 11476 2186 3720 3350 5690 2104 2907 2647 3732
"23265" 7420 11435 9729 18490 18077 15411 10044 9063 10390 15652 10233 11287 19574 8493 20049 22621 14231 23660 8367 11921
"149371" 1242 1383 1962 3713 1537 4961 1206 1737 3226 2756 3367 2237 2920 3732 2954 8318 1362 17662 3567 4572
"9941" 313 199 402 497 959 905 619 814 537 662 717 599 1141 711 542 732 394 582 1054 948
"5394" 4564 5568 8960 5091 5504 7953 5171 6525 7888 7464 6777 6316 7501 5324 6556 5746 5114 20287 11472 7469
"51013" 938 1432 1712 2279 1504 1153 1492 1986 2223 2231 1770 1542 1335 1796 1803 2857 1288 1631 1950 1532
"23404" 1124 2385 3250 1460 2925 2125 1797 1767 1862 1651 1652 1533 2479 1597 2755 3871 1408 2066 6786 3181
"51010" 1189 1466 1777 1015 1999 2549 808 955 1823 1226 1082 2484 912 1749 5996 1850 1023 1097 1971 1935
"54512" 1446 1585 1790 1417 1811 1566 1294 899 756 2616 650 1281 5140 896 3340 3259 2435 2220 1922 1580
"56915" 504 2697 1330 1748 1299 1188 988 1371 1740 1809 587 1358 3008 637 1888 3125 2144 749 1947 1090
"118460" 1162 1331 1436 2395 1564 2074 1091 1224 1212 1437 1490 957 2942 982 1641 1270 1166 1333 1514 2534
"23016" 1072 989 2493 1688 2928 1337 1347 2289 2089 2370 1655 2390 1972 1989 1787 4404 1502 1261 2577 2326
"11340" 931 811 1559 830 1679 989 1265 1301 1344 1349 1338 1507 702 2386 1052 1883 570 1232 2197 1349
"5393" 1307 707 2059 2818 1596 2310 1115 2039 1299 2381 3346 1625 2582 1975 1372 3283 2351 3360 2324 3479
"23086" 824 685 1789 956 1656 1170 1008 940 2139 1221 1539 1699 1726 2342 1035 3544 1406 2972 3544 6323
"2131" 3720 3446 8324 4677 5276 6348 6114 7571 4882 4316 3313 3405 7238 5555 5768 3040 2173 5113 7580 3016
"2132" 7676 8190 9827 7275 8867 8467 11496 10591 7509 7315 7158 8437 9358 9834 9167 11479 5800 7100 8899 6796
"2134" 118 371 91 155 14 72 178 339 288 222 144 432 155 125 1330 249 536 130 291 169
"2135" 1254 1661 2243 1607 1081 2137 2056 2882 1657 1169 911 1379 1562 1823 1521 1861 797 1711 1892 884
"2137" 2155 2616 1915 4613 4174 3447 1778 3420 5517 1857 3687 3357 2634 4939 4571 5197 8078 3041 7935 7487
"2138" 315 5 12 190 0 94 13 12 26 55 86 115 8 166 12 24 4 1128 18 78
"2139" 1041 2863 725 1725 3125 1154 1864 1804 766 681 1013 639 603 532 508 869 2702 4777 257 1508
"2140" 272 1550 936 1748 461 1336 442 1011 673 343 682 797 942 942 1086 1274 1157 789 1447 998
"2070" 46 10 16 229 0 28 259 438 152 123 71 33 16 111 22 220 11 14 5 97
"346007" 22 61 123 37 21 103 74 43 70 43 81 92 113 79 57 173 33 249 47 149
"2145" 901 1014 2593 1856 1431 4280 1680 2727 3159 2815 6332 4815 5117 3300 4303 9338 4366 7542 1516 3418
"2146" 1661 4157 3989 1929 3061 1413 942 789 686 1685 2322 1101 1877 320 1764 1194 944 1594 7030 2139
"7430" 21944 9053 26740 41417 29589 23614 25314 47559 45425 54218 32718 22454 48769 83522 47319 56888 39109 78638 22076 41768
"2159" 70 68 146 139 52 213 378 118 144 79 206 261 179 109 159 130 50 103 60 49
"50848" 51711 17457 21518 33957 31910 28925 15482 16827 31720 21714 20628 18745 32716 35788 33668 44552 15224 56773 56245 49023
"2161" 63 215 344 1441 322 16 1151 380 672 450 71 774 124 182 1733 1493 518 962 737 325
"2162" 3597 1208 2475 11704 5387 10391 19020 66130 14740 11642 5643 3408 2349 18496 2659 29987 6251 1715 2608 3330
"2150" 1262 734 1397 577 472 775 235 1688 631 709 959 855 974 2747 375 2076 507 616 660 2839
"2151" 516 131 4182 719 778 17712 999 285 3917 1889 4579 3032 7114 4295 1909 1944 308 9441 495 1050
"9002" 132 64 764 153 460 296 447 468 677 243 341 387 417 216 274 386 206 839 201 185
"2149" 4606 1019 13764 3160 3172 27868 9105 14240 12663 5018 8507 8467 8785 12391 7259 6881 2103 14613 2995 5952
"2152" 557 518 1787 304 6920 2115 1139 8202 1505 448 2302 2313 1219 1907 358 4392 286 600 1159 617
"2153" 93 163 381 199 622 899 267 313 211 289 446 609 303 792 733 249 126 294 220 553
"2155" 640 16 106 80 33 621 288 540 1780 654 514 612 111 2578 2788 5116 324 540 755 292
"8263" 503 856 839 1201 3352 681 774 857 1121 965 873 1340 1143 1053 4351 542 1217 848 1061 810
"2157" 462 898 3064 1911 1389 2635 1169 1586 1434 1278 4649 3232 2500 4124 8641 2721 2848 3255 798 2911
"79152" 62 68 1291 290 476 351 315 176 171 155 45 235 393 443 424 23 286 372 65 181
"158584" 456 406 718 1404 595 1240 1069 938 2421 1223 1472 2110 1112 3353 1893 1376 1903 2156 1309 761
"2166" 577 680 1507 855 1711 974 1948 1433 2018 4499 1901 3444 3306 1780 3493 1947 2864 942 1452 1442
"646486" 0 0 0 0 2 3 0 1 2 0 54 46 1 0 2 7 0 3 0 0
"2169" 2 1 4 3 5 8 5 1 3 1 7 5 11 6 8 4 1 4 6 14
"2170" 203 167 388 1261 228 971 999 545 601 763 367 760 262 5266 487 1161 303 135 1966 514
"2167" 449 6 420 139 13 2474 151 186 2687 187 78800 62834 3732 150 1437 5507 34 2861 172 1526
"2171" 1703 1937 611 5416 10847 1838 2172 2616 2351 1491 4006 4904 1798 1081 1603 2366 607 1313 3845 1699
"2172" 2 7 339 4 9 2 1284 39 0 134 4 2 0 1 99 57 61 120 0 23
"2173" 0 10449 155 0 33 239 4 0 10 3 243 14 6 19 25 0 0 10 7 3
"8772" 2153 1778 17332 5186 3635 3225 2655 2554 2568 3128 7961 2802 3123 2800 3689 3763 2891 4755 3385 2501
"3992" 2168 671 780 3589 4384 915 1613 3360 1793 4803 5634 1041 2000 3944 6287 28015 1124 769 4964 2864
"9415" 32765 4955 10450 3434 30427 778 15331 6155 3313 22269 3325 3949 2920 8202 19720 52204 3354 516 17820 1160
"3995" 701 1085 799 1108 1545 811 1621 1307 1451 1353 1723 1897 2805 1526 1847 1089 967 559 1319 594
"283985" 22 52 66 35 128 58 46 38 73 91 54 49 251 59 106 109 56 107 70 123
"11124" 1742 5633 6733 3056 5631 4148 3468 4367 3365 3545 4235 3802 3321 3493 3217 3543 3440 8175 7243 3760
"23197" 6451 3554 8689 7543 10464 9585 7153 7973 9762 9955 11148 10002 9672 13626 13218 25433 11325 16125 7336 25917
"81889" 1411 1126 1782 4588 2125 1892 2503 3788 4038 5020 3684 3942 3998 4713 5848 12414 5681 2729 4666 7095
"51011" 695 753 728 1322 1151 964 1005 963 1122 1114 1025 1713 1843 1307 2273 1447 1297 1820 1297 1127
"151313" 518 710 717 1078 514 888 624 696 1177 1040 888 1547 2241 969 2457 1625 1500 2404 1891 1413
"2184" 2704 2110 2212 2421 1942 3399 8902 4006 7581 7782 7487 10909 6844 5301 9177 34638 5954 5863 12766 4633
"23017" 29 225 749 25 79 77 214 318 750 246 92 213 134 146 151 367 1198 301 121 45
"9214" 309 34 725 755 1005 5064 893 510 240 1028 4228 3262 2599 1030 1385 705 1318 4656 4111 2014
"55179" 1190 734 1521 2647 1183 1259 949 830 2124 1005 1256 1529 1381 965 1228 1135 877 1101 3745 1471
"144347" 318 1909 194 727 624 186 918 1417 510 343 87 103 90 382 269 491 143 9 87 303
"359845" 1780 1254 1345 1950 1331 1398 3357 5949 4383 1699 1758 2312 1537 3936 2093 4621 1715 1372 1793 2992
"399665" 13597 5762 7944 12045 9203 19728 13160 11082 26076 12300 12122 30390 21829 17635 32731 21454 20489 21340 31479 33191
"284611" 1967 4508 4279 11612 2199 19558 3254 5002 5647 2397 11782 6361 3615 9912 21736 10950 5095 9594 3108 3927
"83640" 1291 2858 2408 3046 1169 3998 2810 2521 2921 4006 2521 6175 3662 4134 2953 3651 2427 4724 3242 4262
"84923" 733 2204 2713 4053 2688 6161 2744 3120 2555 4401 4365 3488 4903 3471 4705 6310 3370 7872 4488 3603
"90736" 543 767 1476 1002 915 1177 1588 1428 1398 1762 1126 1358 1079 1268 1124 1947 1056 1295 1395 799
"54491" 734 178 979 1427 1571 3047 1619 2707 1604 766 1612 840 1286 1629 2735 1597 517 674 890 521
"80039" 83 92 115 154 102 177 118 119 153 113 148 114 157 95 238 348 122 173 102 188
"11170" 44 214 282 67 187 1024 232 340 286 72 2468 727 285 68 94 190 65 252 80 50
"83641" 6271 2594 11919 11429 3207 13470 7067 12899 12697 5321 13666 14783 13176 18961 9782 5414 5082 4930 11051 6790
"144717" 2226 742 1707 1537 3084 1018 2040 1734 1706 1816 466 908 2120 1166 999 1253 1246 1395 909 1128
"150368" 1184 1146 1843 2553 649 845 2127 1797 2207 1473 1267 2541 1170 1352 1339 3631 1367 2022 674 1560
"83541" 2355 892 1707 1651 3358 2649 2431 1268 2143 4085 916 1888 6400 2322 3748 3434 1384 4581 1721 2002
"90362" 1794 536 5862 379 1507 756 1031 1337 4062 2343 970 4440 2331 964 790 3060 6416 1672 1655 1381
"642273" 25 54 72 310 21 77 14 142 51 77 28 129 101 81 354 277 112 59 3 60
"63901" 3360 2828 3531 3200 5202 6559 2741 4585 6048 5749 5181 6327 5670 6231 12422 5799 2941 3554 6867 5781
"374393" 1731 2749 3121 2165 3411 2924 738 1577 632 1407 2779 1287 1457 46 3625 1648 2472 1054 8493 6594
"92689" 3346 1717 4930 3530 2423 3049 3809 6847 3831 2960 4444 4135 4423 5341 4146 4429 5777 7433 3624 9114
"10827" 1565 644 1460 2031 853 3002 1593 2664 2830 2498 2786 3851 2563 4222 2382 9328 2116 3086 1535 2592
"81558" 329 695 1133 309 1246 1913 1009 990 944 1174 1838 2390 2499 960 1553 1263 1892 3159 745 650
"150864" 861 4628 6929 1858 683 3473 1488 1172 2390 1154 1892 2126 4288 1233 1978 2984 1403 8367 2087 2185
"55007" 594 1344 2050 868 1180 1749 1118 1038 1053 872 1625 1294 1490 815 1046 1141 653 1583 1088 923
"79607" 1086 813 1226 2198 2060 1133 1048 1539 2157 848 930 1274 1018 1838 1356 1786 727 1215 1523 1137
"158293" 3777 4150 3655 4708 6137 6356 4718 3960 8771 5968 6502 9383 6112 9475 12245 17903 7086 6149 4426 16266
"23196" 17795 13744 21880 24778 21644 31457 17034 16889 29799 19230 22700 37598 33330 25473 35362 64054 23450 49334 26105 36947
"84498" 1896 1408 3646 2215 3236 3588 3955 4463 5094 4144 2861 2796 4973 4540 4395 6147 3812 14042 2242 5258
"54954" 570 1230 1461 3446 2018 1824 1964 2222 2101 2128 4482 1182 2997 4275 5706 2298 2813 3835 7690 4337
"116224" 1244 1376 2239 1001 2036 3278 1243 2409 2433 1129 2045 2265 2489 2381 2669 3109 1206 1996 1402 2217
"159090" 1876 2164 3932 3496 2932 5457 2503 2180 3109 2690 5048 4995 4390 5059 5833 4908 5717 10867 6508 5187
"159091" 549 1071 2248 1121 1803 1038 923 591 1354 1019 733 918 1372 920 1869 1447 1888 1627 1005 1337
"220108" 30 312 80 146 281 113 36 91 216 58 101 85 147 55 87 94 42 229 52 31
"79843" 99 47 298 74 81 180 186 368 333 162 211 446 296 82 154 183 101 165 59 49
"84668" 1025 1094 1609 846 2877 3137 2519 3481 2221 799 1613 1319 819 1755 1570 1438 408 1157 7888 649
"285172" 1007 1915 2436 2163 2570 4572 1631 1819 2630 1269 2041 2358 2378 2309 3015 3894 1658 5187 1743 3023
"8933" 1980 1736 1274 3553 4703 1562 3909 2715 3594 2654 1990 2072 2477 2097 3784 3158 3003 1060 2055 1378
"26071" 2462 2439 1914 4343 5020 2149 2580 2110 2994 3477 2410 1651 3808 3046 4153 3447 4281 2437 3925 2235
"441518" 1492 778 1044 2223 4050 1152 1719 1627 1026 1370 997 809 1150 1587 2530 1858 1080 2365 478 716
"116496" 5614 2599 13247 1804 8521 8475 2690 7694 13584 2797 14514 25013 6570 6882 14646 7196 7129 26457 2555 2621
"64855" 12749 8896 18666 11814 23648 10130 13947 20589 15834 11175 6375 11292 16976 14455 20081 19676 14810 20956 18268 14179
"199786" 327 285 570 190 332 601 252 163 378 181 454 348 587 246 473 371 234 192 435 344
"131408" 768 922 1423 1839 1722 1211 953 1215 2448 1295 1379 1275 2175 1073 1706 2263 1299 1120 1580 1334
"9715" 74 47 257 106 79 223 157 139 582 118 161 152 1090 205 268 1283 69 167 401 96
"348487" 8 127 32 51 72 4 22 4 14 44 52 17 220 38 20 8 29 20 64 14
"388581" 12 51 19 502 9 13 464 12 44 8 18 20 27 69 35 6 12 80 36 3
"286499" 12 2 17 13 1 17 16 61 50 40 21 36 6 8 4 52 15 28 8 12
"257415" 1319 2089 2610 1929 2970 2880 1424 2448 2318 2108 2659 2182 2324 1912 1639 2523 1457 3003 4375 3875
"79137" 4830 7366 9458 16540 8805 12600 11940 9380 12036 11132 14459 14630 20241 10320 19907 15356 18887 22399 10628 19581
"54463" 1021 918 1595 5517 344 9930 846 1410 1074 5067 14576 3482 2257 7398 9584 3343 5271 13811 7068 12353
"162427" 4148 3705 9035 5027 6516 10034 5271 8205 9202 9410 18035 13506 17260 7906 10036 20436 14518 17343 6478 8846
"57579" 276 1362 2288 715 2029 1580 687 889 837 388 726 455 593 642 2343 547 569 1787 1522 424
"51059" 7 7 6 50 23 13 26 29 232 264 38 23 346 74 36 146 43 36593 14 293
"84908" 2748 4864 3205 3272 4382 3152 3090 2924 3431 2438 2259 2444 3699 2639 4236 4537 2624 4635 4467 2917
"677784" 3 3 5 3 2 4 5 2 2 2 6 6 13 5 9 9 5 8 14 6
"100124412" 3 10 15 14 17 13 13 8 12 15 14 9 29 17 19 25 12 20 21 16
"641702" 23 60 44 38 43 65 30 33 52 36 46 50 61 26 70 110 51 60 66 70
"10144" 865 1631 1810 588 2685 2634 1106 1961 1231 695 2484 3098 1387 1270 1267 4739 867 2306 1735 720
"51306" 2055 2521 6007 4877 2731 7090 3184 4633 5187 2732 4550 4241 6728 4152 9254 7453 5021 8482 3553 5990
"220965" 196 174 414 189 113 582 508 248 248 280 471 397 229 178 144 264 78 233 102 51
"25854" 108 30 284 176 298 215 157 168 322 409 541 288 168 156 178 202 511 121 38 432
"317662" 1597 1226 2801 1899 2413 2196 1883 2955 3377 2720 2105 2301 2246 2612 4640 5429 1428 4521 2608 3278
"285016" 0 519 27 4 2 16 0 2 4 0 34 45 6 2 4 4 0 1 8 15
"338094" 31 16 8 38 98 20 13 20 6 44 46 27 104 18 31 51 49 149 22 4
"167555" 164 37 96 306 75 122 128 242 217 250 118 100 136 369 217 728 141 223 77 328
"285596" 76 128 181 111 142 235 191 90 288 147 202 176 223 211 229 243 203 223 219 251
"202134" 13 15 26 11 27 34 27 15 37 21 32 16 24 33 46 37 26 42 21 27
"653316" 24 27 52 19 24 32 23 20 63 33 49 39 61 22 45 57 46 52 45 71
"158297" 12 2 1 2 0 1 11 7 38 1 18 1 6 6 2 7 4 11 5 0
"283726" 78 843 77 128 24 100 335 117 187 663 151 575 162 325 446 195 163 669 43 809
