"TCGA-A1-A0SB" "TCGA-A1-A0SD" "TCGA-A1-A0SE" "TCGA-A1-A0SF" "TCGA-A1-A0SG" "TCGA-A1-A0SH"
"29126" 9 138 133 59 86 97
"80381" 8391 10803 23267 5766 9165 26251
"939" 28 277 619 1211 485 342
"940" 36 231 243 317 135 459
"23607" 4371 11980 13950 4557 5996 10360
"10421" 5272 5591 10770 5765 11701 6959
"914" 35 778 1231 1930 430 517
"11314" 139 513 517 316 424 726
"10871" 22 67 95 40 82 280
"342510" 2 8 5 0 13 5
"124599" 2 31 73 10 41 34
"146722" 25 184 118 93 111 186
"146894" 430 255 652 301 119 109
"9936" 2090 2213 3187 1189 1621 3718
"51293" 1120 924 2477 1898 1950 805
"945" 107 167 314 183 195 368
"947" 1176 9115 8705 3379 3504 5175
"948" 2695 6046 5096 2835 1573 343
"951" 324 865 1311 1436 2829 2352
"952" 6 160 95 164 33 49
"915" 14 184 385 742 169 170
"10849" 2252 1416 3578 2263 2044 2645
"916" 57 832 1524 2532 607 430
"917" 49 180 281 336 136 142
"959" 14 80 112 147 98 64
"958" 399 1089 1044 578 676 1170
"960" 27938 29607 70686 16955 54184 72179
"4179" 8642 44869 42362 23809 16324 42030
"961" 11977 15244 10567 4893 10567 10684
"962" 60 923 1347 1612 1578 792
"920" 656 3684 3584 3951 2576 8757
"1043" 59 860 1194 1734 1585 457
"963" 334 2250 1945 2806 2595 3170
"1604" 2751 14595 6772 2883 5976 22802
"965" 401 896 776 468 434 1033
"966" 90738 131786 84171 19261 39993 224859
"921" 30 377 459 718 191 278
"967" 22263 47151 76543 43136 29216 78800
"968" 1082 6619 5176 3872 6487 14754
"969" 40 391 216 777 489 194
"923" 83 392 538 742 296 684
"970" 8 61 32 12 21 78
"971" 128 182 203 194 273 226
"972" 22624 98481 106176 108041 90721 198915
"973" 22 251 472 1054 1865 292
"974" 14 302 243 302 772 84
"924" 14 128 321 379 88 111
"941" 13 228 42 32 63 113
"975" 27186 43042 64769 34129 27693 80070
"3732" 8444 2379 8918 4693 9453 7007
"9308" 784 1621 1055 324 442 2627
"8832" 188 569 388 362 444 902
"942" 111 920 528 473 778 1193
"925" 125 423 1630 2182 476 410
"926" 548 173 702 465 177 234
"22918" 2046 14485 13530 6444 7376 12060
"10225" 223 536 707 1092 352 349
"976" 1113 2357 2749 1937 2671 3990
"83692" 3003 4111 5063 2615 3194 9627
"4267" 3054 11144 22796 8901 9348 36624
"928" 15044 48516 59287 42108 38491 50390
"81602" 624 550 887 524 423 922
"146059" 1448 1977 2794 849 2082 2082
"978" 12 201 216 139 50 109
"8872" 3154 5088 12067 4816 3699 5817
"8556" 634 872 756 283 4167 609
"8555" 2236 1156 1514 465 522 1768
"168448" 42 28 38 24 19 38
"8881" 4514 4441 7823 4572 6173 7427
"166979" 60 84 694 1361 279 320
"991" 834 760 4177 1832 1179 1147
"8697" 3312 4409 6711 2712 3383 3114
"993" 436 225 528 209 252 112
"994" 2822 4921 4174 1207 1190 2418
"995" 154 398 773 299 166 149
"246184" 945 1483 2294 1076 1118 2447
"996" 5184 8619 9456 3145 5066 12508
"997" 2169 1330 4369 3231 2242 3006
"55664" 1345 1437 2764 1108 1393 2436
"11140" 6300 5927 15741 9172 9431 14081
"51362" 2466 4208 3243 1845 1541 3752
"8476" 5127 6975 16272 2257 5613 17621
"9578" 8599 18707 24132 9157 14213 24634
"55561" 3984 1117 2634 1211 2710 3059
"11135" 4909 3370 7168 4512 3267 13121
"10435" 363 962 1099 912 742 1045
"10602" 7301 2889 2574 3084 1107 3245
"23580" 5144 6786 14540 6014 6254 13100
"148170" 113 252 509 264 216 676
"56882" 7623 22427 27050 11620 8602 14473
"56990" 4790 6035 9530 4449 5956 8554
"998" 17113 26324 59185 35190 27190 40140
"8318" 384 170 1078 374 224 227
"988" 4711 6029 8399 2804 2089 5373
"990" 745 699 2112 900 689 856
"79577" 3943 6207 11438 4117 3167 10248
"8317" 472 601 1324 220 259 825
"157313" 276 397 1435 152 125 348
"83461" 230 562 1089 594 436 435
"55038" 1713 1248 1938 1203 833 1303
"113130" 753 1112 1429 861 737 1106
"55536" 5921 751 2024 400 1589 844
"83879" 1421 266 248 107 23 213
"55143" 565 629 2696 1102 876 865
"64866" 2375 7330 8018 1982 3426 9020
"1008" 0 4 4 0 4 0
"1009" 18800 31391 23432 6714 14152 78679
"1010" 425 29 73 20 19 26
"1012" 1441 4877 1662 772 994 3305
"1013" 4 13 23 10 7 38
"1015" 21 30 50 37 36 51
"1016" 0 0 1 1 2 6
"28513" 95 0 4 2 4 10
"999" 74419 58380 67031 51532 42783 56833
"28316" 13 15 14 9 19 5
"64405" 0 162 66 42 31 73
"64072" 78 486 487 468 342 856
"64403" 386 403 1115 289 265 641
"60437" 46 33 56 24 36 21
"1000" 192 1158 391 134 294 2652
"1001" 7589 9396 9432 3692 1637 5951
"1002" 230 7 26 13 6 111
"1003" 2435 6121 6821 3160 2585 3934
"1004" 45 607 610 146 218 455
"1005" 61 75 84 24 28 123
"1006" 482 50 53 14 40 48
"92211" 52 46 74 86 14 12
"54825" 1 9 50 6 9 4
"222256" 193 505 426 604 581 313
"389118" 137 129 221 128 203 163
"53841" 19 6 6 0 4 6
"10423" 3578 7102 14955 6990 11034 10305
"8558" 1243 1420 1729 1131 894 1617
"728642" 2193 1611 3420 1992 2236 2412
"984" 3447 2932 6007 3329 3675 3872
"51755" 6184 6844 11342 4170 6067 10640
"8621" 3736 5733 6821 3551 4110 6779
"5218" 4272 2930 6579 3970 3489 9794
"65061" 5 26 130 17 31 110
"5127" 5570 7766 15373 6211 5041 13248
"5128" 2439 7353 6370 4014 2635 4094
"5129" 1335 1235 969 408 302 600
"23097" 3874 3884 3950 2520 1327 4664
"983" 845 2840 5051 4092 1440 1546
"23552" 677 918 1428 668 679 971
"8099" 15823 10458 8968 4144 5956 16209
"10263" 1600 2823 4572 1975 2103 2856
"1017" 2054 2476 5827 2235 3074 3647
"1018" 1052 510 850 524 474 889
"1019" 7840 7554 16312 9695 7130 13656
"8851" 868 317 482 919 235 510
"8941" 0 2 0 6 0 0
"51654" 1493 2809 3277 2105 2165 1826
"55755" 5433 6341 13673 5801 8718 11811
"80279" 5580 6792 11161 6023 6502 8669
"1020" 472 990 2409 1125 1488 1616
"1021" 22522 2339 2664 1669 3675 4181
"1022" 1484 3594 4215 3101 1972 2138
"1024" 600 486 919 444 509 1150
"1025" 2688 5005 6943 3890 3682 5798
"54901" 1823 1921 2397 1223 1092 2264
"8814" 146 170 229 102 131 480
"8999" 55 837 83 62 7 52
"51265" 367 590 625 277 639 570
"344387" 0 5 2 3 2 6
"6792" 535 491 1003 104 301 1136
"1026" 4131 10015 9301 2343 19106 9162
"1027" 3107 17672 14686 4642 4929 8392
"1028" 1059 1352 1637 827 1297 2098
"91368" 1212 1766 2772 1326 2186 2096
"55602" 1813 2591 2915 1807 1327 2450
"1029" 202 573 693 399 331 1929
"1030" 247 5456 2356 1376 1725 6145
"1031" 455 867 3006 1376 766 2015
"1032" 117 553 1292 367 575 477
"1033" 184 521 868 353 308 430
"441549" 307 142 352 92 178 139
"1036" 558 385 308 400 165 423
"50937" 1548 3666 3774 2273 1235 803
"1038" 43 24 35 9 17 105
"30850" 1889 2053 4417 2247 2127 5028
"1039" 1626 5161 5889 2369 6122 5055
"374286" 15 13 8 27 14 15
"284040" 2050 883 1143 787 714 853
"1040" 2575 7375 8813 3513 5225 6749
"8760" 2529 7459 9222 3104 3991 6576
"1041" 37 264 343 493 1003 1147
"81620" 824 381 1452 941 416 454
"55573" 8996 13717 26383 13278 10022 21432
"1044" 0 29 60 44 21 28
"124359" 312 641 380 436 497 883
"9425" 2754 4074 5670 1541 3799 4380
"388551" 0 0 2 1 2 3
"56971" 178 166 219 223 81 228
"634" 3818 3452 5180 1230 145 1560
"90273" 16 93 90 78 103 119
"388550" 166 160 219 100 138 163
"1084" 0 22 5 4 0 2
"1089" 3 13 4 23 10 17
"1048" 61 9973 173 60 148 311
"4680" 631 111571 540 256 471 575
"1087" 8 72 0 45 18 16
"1088" 70 72 56 51 33 47
"1050" 3661 1740 1542 1258 2026 2647
"1051" 4202 1728 2774 1873 2297 1753
"1052" 1508 3259 7627 2909 3532 1841
"1053" 4 14 15 3 7 13
"1054" 5093 3926 5603 3936 3477 3755
"10153" 4680 6093 8568 4053 4036 5629
"51816" 3416 4054 2338 3135 2281 3771
"27443" 15 151 14 92 376 13
"27440" 2779 1167 3815 2058 1569 2156
"27439" 144 62 62 65 98 187
"100130418" 625 80 281 128 20 163
"23436" 23 18 32 28 27 23
"10658" 7521 10345 14275 4795 6619 10200
"10659" 5175 2058 2709 3169 2084 5053
"11189" 0 158 56 4 9 1
"56853" 51 49 58 47 55 63
"60680" 415 58 311 404 499 301
"60677" 251 418 438 164 237 617
"1057" 20 56 9 4 10 5
"9620" 6057 31676 50083 12919 27213 16628
"1952" 4488 5871 29986 3855 17485 9119
"1951" 472 262 1383 277 284 456
"1056" 48 320 48 16 94 23
"752014" 211 340 773 451 1419 457
"51286" 16 34 22 12 13 19
"1058" 113 422 569 144 178 233
"92806" 1003 1080 1358 961 753 1614
"1059" 6853 11090 13228 7788 9707 12181
"1062" 499 1336 2072 494 526 824
"1063" 3241 4911 21483 4535 3460 6158
"64946" 783 496 1726 413 516 648
"2491" 161 228 554 184 107 276
"55835" 1202 613 1132 352 444 1246
"64105" 302 294 363 214 181 183
"91687" 433 657 1650 592 393 811
"79019" 227 216 933 514 268 370
"55839" 1111 804 1264 1016 493 955
"79172" 502 619 1165 518 443 773
"401541" 313 1209 1036 1153 710 2185
"55166" 342 788 761 244 373 502
"80152" 1491 977 1529 865 678 1292
"201161" 910 480 483 130 521 352
"387103" 411 388 471 325 106 269
"153241" 1755 2992 3636 1473 1547 3062
"9662" 700 1436 1724 757 1177 1242
"22995" 370 361 596 144 252 367
"22897" 2424 1695 3076 1357 1977 2040
"9859" 6011 3827 7063 2381 2903 6612
"55125" 2927 1962 4131 1775 2243 3650
"11190" 4371 4311 4971 3682 3469 3238
"80184" 1464 3008 3955 1232 2123 2731
"9857" 5621 9148 15166 4051 4905 11082
"55165" 462 1233 2282 812 694 1176
"9702" 4469 2638 4277 2413 1955 3868
"80254" 1945 2890 4199 2299 2555 3914
"23177" 3606 4733 6996 2694 2611 4569
"80321" 1391 2638 2816 1428 1519 1886
"55722" 318 288 421 204 253 227
"79959" 493 442 1060 468 481 865
"84131" 1536 1370 2565 1141 892 1546
"79598" 738 865 1460 422 619 921
"10390" 2154 2331 4133 1253 2563 4078
"51148" 3235 6468 17105 3822 6986 30342
"375298" 87 895 479 392 475 683
"64781" 2912 2531 3974 1594 2678 4768
"1066" 55 2434 622 1129 286 2317
"8824" 4111 3004 5286 2860 3064 5108
"23491" 457 342 660 257 223 260
"1069" 3075 5885 13297 7801 8001 16491
"1070" 1007 1347 2248 1075 1172 1215
"729338" 14 9 14 5 4 15
"1071" 25 84 134 69 58 113
"629" 657 50335 84549 33168 6149 9640
"10428" 3079 2570 5647 2642 1630 4337
"1675" 604 732 1627 1556 986 297
"3078" 573 417 207 221 189 457
"10878" 25 23 22 13 12 57
"3075" 13577 8056 6216 3989 4464 11768
"3426" 1476 2304 3065 993 819 2655
"1072" 29159 61325 97455 51996 53062 98552
"1073" 1793 1802 1479 488 886 2330
"8837" 2922 2964 3990 2189 2596 3795
"5199" 46 109 170 121 94 44
"1080" 272 60 4 10 6 48
"1081" 0 4161 155 0 79 2
"94027" 220 16 62 18 34 19
"1082" 17 1 3 1 0 10
"8545" 7673 13998 15507 7601 7614 13870
"84952" 6316 3635 7563 3828 2676 4463
"57530" 3718 14218 25161 8455 5990 5509
"10669" 1186 1365 1777 788 382 752
"10668" 489 1210 1239 687 717 1251
"9023" 16 216 375 104 92 297
"79094" 50 79 92 139 30 92
"494143" 70 117 151 52 64 128
"150356" 370 107 431 340 388 221
"1101" 231 715 6321 3567 4576 839
"10036" 1739 848 2870 1756 1510 1798
"8208" 1571 945 2382 1178 1619 1213
"400916" 805 921 2402 1032 970 1355
"118487" 866 2648 3199 2532 2157 2826
"51142" 9927 14729 31458 17740 19028 21188
"54927" 2223 4623 10499 3173 3519 5789
"131474" 675 1017 1523 638 908 1249
"84269" 646 1287 3012 1279 1940 1811
"84303" 875 987 1446 566 495 997
"79145" 639 1364 1810 1359 1882 1272
"9557" 3635 4311 5929 2023 1583 3441
"1105" 5195 14643 7449 2775 3176 4298
"1106" 11654 11369 16419 10643 9004 11835
"1107" 20075 18933 27311 10689 12522 33976
"1108" 27742 31411 55014 20628 24426 37898
"26038" 26 15 28 13 7 9
"84181" 10433 15055 12427 5522 5750 9359
"55636" 6298 3010 3702 2054 5517 2548
"57680" 8788 11494 18604 5815 5487 13282
"80205" 9845 5566 6066 2211 2824 7556
"55349" 4716 1962 8165 765 2120 904
"1111" 863 631 1212 627 695 720
"11200" 592 579 1675 931 554 1004
"10523" 4899 4887 8660 5269 4467 7244
"55743" 1164 1598 1378 1077 1228 2513
"1113" 10 9 7 8 2 0
"1114" 22 18 8 70 4 29
"1116" 1208 7519 3749 756 1126 4534
"1117" 665 449 2414 297 369 1803
"27159" 2 53 103 6 27 21
"53344" 857 1985 1792 434 338 1905
"26511" 1043 967 1389 691 549 1337
"66005" 6602 5779 10531 6701 5781 8985
"1118" 2 721 230 139 17 100
"1119" 6616 2338 3116 1283 1611 1592
"1120" 513 655 805 414 430 845
"10752" 503 1011 1271 440 185 1523
"1122" 3081 3417 7449 1259 3731 3613
"5119" 4758 4869 11118 5068 5299 9192
"57132" 6239 5561 9209 5230 5855 9384
"27243" 3051 9414 12863 7875 7963 10704
"25978" 2716 7036 6747 2817 3553 8440
"29082" 1818 2767 5671 3816 4444 4049
"128866" 6573 22228 25318 14217 18373 19537
"92421" 2487 3523 3462 1599 1963 3576
"51510" 3012 17404 10494 4231 7189 6680
"79643" 1215 1747 2837 1738 1726 4464
"91782" 3513 5346 9474 3628 2647 9053
"1121" 1578 3482 3712 1257 1970 3915
"1123" 209 1285 950 505 715 1725
"1124" 66 607 963 3228 252 415
"140578" 408 27 71 20 44 19
"26973" 1502 1899 1693 841 1373 1691
"63928" 47 101 86 37 54 67
"54480" 3662 5552 7413 5073 4557 12911
"79586" 4613 8765 14318 6330 8338 38662
"56994" 6839 5281 15777 5904 7948 14939
"54108" 1686 3094 3904 1812 2858 4026
"91851" 5024 1993 947 696 300 120
"25884" 5 62 29 80 28 12
"8646" 183 2256 3408 989 410 4251
"89832" 62 57 96 30 57 240
"1128" 1181 59 650 669 100 40
"1131" 1433 146 165 114 76 107
"1132" 10 10 25 16 26 62
"1133" 40 27 57 30 27 77
"57053" 65 25 41 34 17 33
"1134" 2 125 41 18 231 192
"1135" 0 98 2 0 4 11
"1136" 20 17 12 12 23 330
"1137" 1 4 2 0 4 0
"1138" 237 355 377 267 216 213
"8973" 0 30 31 12 80 216
"1139" 49 40 98 25 18 145
"55584" 0 13 6 5 5 0
"1140" 566 949 1101 406 2692 894
"1141" 611 22 226 112 56 98
"1143" 93 109 137 67 70 127
"1145" 165 62 168 131 101 1045
"9486" 1158 2718 2052 1019 212 1560
"50515" 455 723 772 486 486 2143
"55501" 538 1154 1708 840 569 1844
"166012" 16 40 34 20 36 46
"113189" 1389 2711 4294 1588 2202 5822
"51363" 420 12750 11500 3578 8512 24541
"8534" 152 2098 454 236 359 646
"9435" 191 407 757 278 308 701
"9469" 9302 3522 5017 1670 1180 5315
"10164" 228 4 15 8 16 8
"23563" 94 67 87 60 41 78
"4166" 267 438 752 214 379 1968
"56548" 93 259 281 191 128 244
"64377" 23 121 251 597 805 55
"83539" 3636 316 1029 186 35 440
"22856" 9996 5711 15144 10074 5997 10639
"337876" 172 643 863 188 427 2502
"63922" 726 655 1603 1614 1575 985
"54921" 6823 7463 13369 5777 5600 10579
"1147" 2144 3100 3212 1741 1890 3687
"91612" 2746 6029 9371 5630 3586 9052
"9391" 5903 9119 12536 5514 7399 9258
"57019" 2933 2739 4050 2390 2094 3599
"10519" 2643 8842 20611 62510 8567 8846
"10518" 479 557 509 282 113 441
"117286" 4 36 129 67 113 15
"23152" 8470 7471 13167 5305 5356 12126
"1149" 24 327 7 238 50 14
"27141" 1727 3091 4288 1515 1861 2505
"152302" 388 553 846 393 654 803
"63924" 108 823 72 685 174 58
"4261" 223 775 906 596 955 1252
"148113" 738 925 5149 1327 2251 17083
"8483" 379 13215 65363 12350 12233 88129
"51550" 1031 1896 2937 1469 1537 2593
"9541" 2265 5244 6603 2948 2392 4502
"1153" 32284 14756 38754 28972 15658 26387
"84916" 3690 2162 4587 2508 1646 2957
"55847" 853 1872 2040 931 1247 2003
"493856" 1716 4005 4369 1921 1561 3845
"284106" 687 3181 5075 2205 2969 4866
"1154" 1777 5117 8586 3617 4299 7748
"4435" 37 454 548 373 403 5
"10370" 2503 8181 7168 10892 4091 11578
"163732" 7685 543 7394 2695 8352 5813
"11113" 1051 1275 1913 621 632 1296
"25792" 7879 6748 12999 5676 5162 10995
"150468" 240 563 1212 205 322 455
"26586" 2025 1640 4555 1860 2436 3555
"10970" 10197 11720 14703 5993 7418 30795
"9793" 9076 16663 28123 8779 12832 15767
"1152" 4089 657 2468 1181 2399 1488
"51192" 589 1022 1552 929 899 1742
"548596" 354 798 671 204 592 314
"1159" 690 1159 1203 333 1003 412
"1160" 103 122 141 85 44 121
"1158" 20 2 3 14 7 7
"1163" 2804 3575 12630 3421 2089 2666
"1164" 698 1377 3847 1670 1572 1224
"23332" 6544 6410 9273 3749 4078 8886
"23122" 4651 5793 9307 1653 3521 5176
"9635" 14 1757 1024 328 150 6749
"22802" 56 26 174 19 6 55
"23155" 3187 3285 5057 2117 2909 4747
"23529" 108 551 251 207 161 241
"1180" 4 6 28 47 7 27
"1181" 259 747 912 376 271 656
"1182" 8224 9612 13071 3586 5588 11254
"1183" 294 270 412 187 225 643
"1184" 835 858 786 515 564 1323
"1185" 1307 1307 1729 824 1220 1730
"1186" 3601 5216 10665 5747 20133 9200
"1187" 1 29 24 98 16 29
"1188" 26 15 33 22 21 19
"9071" 46 69 13 10 8 74
"5010" 440 1104 2402 987 270 1716
"9069" 3811 6388 6903 5215 2059 4849
"23562" 0 26 26 14 16 95
"24146" 348 419 789 434 305 350
"10686" 18 15 8 0 11 12
"51208" 20 26 31 24 15 25
"149461" 812 383 507 283 104 277
"9076" 1673 3898 1204 537 793 6114
"49861" 16 23 2 9 8 13
"53842" 12 32 28 19 30 45
"137075" 850 794 1046 171 672 587
"644672" 0 2 6 17 4 0
"9075" 28 30 36 29 10 87
"1365" 3567 5297 7390 8844 14105 3828
"1364" 19918 23642 28842 16461 17174 11873
"7122" 132 736 1121 677 515 443
"9074" 17 27 29 6 20 14
"1366" 3324 8492 11714 5513 19972 6484
"9073" 2662 436 2030 398 382 2460
"9080" 18 18 78 14 78 13
"56650" 3647 6498 5320 3102 1893 4481
"125875" 4 6 7 6 9 11
"10462" 27 220 466 533 117 50
"6320" 500 866 2765 1195 1098 4796
"160364" 10 81 35 115 25 171
"387837" 0 5 1 4 0 9
"161198" 326 2271 2702 1247 1048 1579
"23274" 3183 3099 6043 2713 5003 7395
"388512" 17 13 30 5 138 53
"348174" 13 59 29 4 22 128
"497190" 24 109 7 24 28 190
"283971" 13 41 10 3 9 81
"51267" 152 338 304 269 189 132
"9976" 73 1349 1047 687 688 1851
"29121" 2068 2380 2301 1807 992 1591
"154790" 6 12 15 6 10 6
"10143" 8 252 106 2 0 0
"7123" 369 609 781 550 297 914
"50856" 79 165 140 173 186 306
"170482" 5 12 14 6 6 3
"338339" 0 6 12 3 6 4
"26253" 53 86 87 305 121 82
"165530" 573 25 22 81 34 13
"440508" 186 197 307 155 128 327
"339390" 2 4 8 0 12 0
"10332" 54 67 70 46 31 61
"23601" 101 276 323 39 852 1672
"93978" 0 10 0 2 3 1
"64581" 307 782 488 409 483 951
"283420" 26 85 46 55 10 65
"160365" 6 22 41 50 174 81
"1047" 24 2917 10129 467 161 7577
"1192" 7365 28954 38607 19781 16766 29810
"1193" 133 1642 1386 1098 815 747
"9022" 157 226 361 124 1112 145
"25932" 14754 28470 27927 9284 17656 53570
"53405" 288 888 839 367 259 384
"54102" 30 868 10687 9204 242 757
"9685" 5444 9223 10802 4558 5315 7556
"6249" 5738 13091 7926 3835 8771 13559
"7461" 2179 1708 3034 862 1402 4467
"25999" 1592 2124 2993 1435 1119 5213
"79745" 1112 2109 1421 776 273 1671
"1195" 3665 5834 3409 3062 2679 2552
"1197" 8 20 23 11 6 7
"1196" 1832 4426 5903 2215 2098 2913
"1198" 2215 3167 4887 1535 2576 2719
"57396" 1297 1516 1239 1066 976 1116
"574016" 6 2 7 14 0 0
"574028" 20 10 17 12 69 6
"79789" 5581 10192 12190 7911 9728 6558
"1201" 2705 7960 15498 4545 17893 11611
"1203" 1877 2889 4091 1975 3045 6200
"54982" 2531 3285 7407 2618 2862 5062
"2055" 1486 1504 2166 848 913 2195
"116449" 54 117 53 58 106 62
"1207" 4968 10233 10039 5485 5359 7025
"9575" 1734 2678 3621 686 1630 4195
"10978" 913 708 1362 1033 824 1680
"81570" 1026 1507 1405 612 842 1500
"8192" 1603 1515 4638 3033 2180 3905
"1208" 0 7 9 7 1 22
"81037" 5459 8077 10151 6372 9707 12013
"1209" 5637 11234 19914 9474 12576 22310
"10845" 3463 3671 4999 1524 2853 4259
"119467" 16 30 27 2 1 8
"63967" 287 226 910 225 304 305
"22883" 22402 21327 31695 12584 19952 35159
"64084" 556 6941 14304 6617 1488 2649
"9746" 2692 8197 15209 6039 4585 12166
"1211" 6373 10613 14721 6572 6664 11649
"1212" 2693 3766 5136 3367 5295 7312
"8218" 278 288 272 82 181 769
"1213" 30224 65555 98342 33003 49070 117004
"23059" 2366 2613 3712 1838 3957 2560
"27098" 2927 321 901 1007 92 874
"1191" 6504 106918 68626 21214 79296 491574
"157807" 663 649 1542 1018 554 2208
"171425" 458 384 455 513 669 738
"1215" 15 54 102 59 91 32
"55907" 2662 2687 4491 2808 1843 3638
"134147" 808 6814 14248 6535 3450 13031
"152100" 483 992 1315 610 634 836
"80790" 5215 5696 6893 3691 3574 5777
"1240" 5918 1503 1136 648 1161 1179
"51727" 11827 11395 17764 10857 12259 18922
"129607" 109 3160 562 211 421 668
"113540" 677 823 899 379 606 1573
"146225" 11 2 14 7 6 14
"123920" 3974 4800 7024 3865 5276 17647
"146223" 7239 2317 7594 3500 4127 13317
"116173" 31 9 26 10 1 18
"54918" 11055 20324 16833 9781 8916 12802
"112616" 4899 1087 2705 1359 4113 1315
"152189" 455 996 968 1478 705 622
"202333" 4991 3459 3845 2019 4478 1567
"7555" 21609 35960 41162 22647 20837 36966
"84735" 9 32 2 0 4 76
"55748" 9393 15256 25305 16589 20522 36024
"84518" 71 93 305 118 48 135
"1259" 295 86 141 86 17 30
"1260" 0 0 18 2 0 61
"1261" 0 182 18 2 68 32
"1262" 17 15 27 22 18 7
"1258" 26 30 47 29 37 51
"54714" 0 0 2 0 6 2
"254263" 95 245 375 152 146 124
"149111" 211 572 727 147 1040 1012
"29097" 2031 3643 10049 3405 2553 5404
"10256" 2029 1612 3970 2686 2479 1775
"22866" 340 32 44 37 23 110
"154043" 2220 546 3072 2201 334 2370
"1264" 645 3270 3151 1278 701 3440
"1265" 22598 10735 24386 16637 13470 40582
"1266" 17995 17727 24114 7144 28531 50082
"26507" 283 237 266 132 123 161
"54805" 454 819 863 452 329 693
"26505" 3015 5967 7021 3207 4126 5115
"26504" 2429 6409 11369 2201 2999 6957
"25904" 2437 3433 4898 1740 2421 3206
"23019" 19451 15601 23231 8063 9776 19006
"4848" 4405 6874 9919 5091 5149 8647
"4849" 3547 3998 7509 3533 3285 5257
"4850" 1860 2656 3305 1528 1605 3217
"246175" 6106 7307 10202 4500 5629 8510
"57472" 4945 7285 11035 3921 5039 8230
"29883" 8327 9651 16466 6471 3879 11378
"9337" 5302 9494 10299 5455 3654 4416
"10330" 4145 5687 9444 6376 4966 5959
"10695" 3323 4943 7891 4593 5526 9176
"245812" 1449 1392 2841 1401 1475 3124
"1267" 5284 9943 13074 7535 7726 12488
"1268" 211 268 136 249 204 23
"1269" 2 12 2 27 162 5
"25927" 275 892 1215 710 599 2417
"163882" 1968 4626 7074 3537 2450 4231
"124817" 579 1259 1287 1109 670 1608
"79935" 14 927 920 336 526 38
"1271" 375 128 94 147 2672 10
"1270" 27 18 25 17 37 41
"54875" 462 774 1289 444 318 1658
"1272" 851 546 1879 440 422 11552
"6900" 16 19 153 28 21 14
"5067" 208 118 420 34 411 468
"152330" 507 866 2614 282 632 6637
"53942" 183 2 1 0 3 5
"27255" 37 8 13 0 11 266
"8506" 153 780 1540 376 449 898
"26047" 108 788 414 3094 14547 3867
"79937" 937 325 654 268 75 295
"85445" 1 8 5 8 8 4
"116840" 3906 2195 4305 2370 2795 3414
"80347" 2651 6395 10549 4820 10454 14056
"22837" 1708 4447 2919 2044 1802 3882
"23242" 9379 5679 6270 6703 3252 6116
"1690" 105 201 84 91 262 1121
"9382" 3021 5116 7229 3228 3313 6216
"22796" 1777 4380 9816 4970 3032 6659
"83548" 3447 3033 4013 2044 2956 4403
"25839" 2798 3307 5133 2004 2982 4490
"10466" 3995 6701 8040 5492 4550 8585
"57511" 2365 2288 3494 1867 2872 4062
"91949" 2392 3604 5951 3129 5411 3306
"84342" 1391 1430 2519 1191 1110 2134
"8161" 1855 2340 4697 1870 2050 3695
"1300" 2133 20889 19640 5952 18619 130098
